kyc_verified,account_age_days,transaction_amount,channel,is_fraud,transaction_type,location,currency,avg_transaction_amount,failed_login_attempts,multi_device_login,velocity_check,hour,weekday,is_high_value,day,day_of_week,month,log_amount,cust_txn_count,cust_avg_amount,cust_max_amount,cust_min_amount
Yes,1467,336620.0,2,0,3,0,0,44960,5,1,4,3,4,1,2,4,5,12.726712947384556,6,211308.0,336620.0,105676.0
Yes,2453,10120.0,4,0,2,1,0,198148,0,0,2,2,6,0,4,6,5,9.222367752188902,8,219158.75,453973.0,10120.0
Yes,2386,35080.0,1,0,2,2,2,199794,1,0,10,4,3,0,3,3,7,10.465414952351203,5,193096.0,393859.0,33672.0
No,3251,14681.0,2,0,1,2,0,144238,4,0,6,3,4,0,14,4,2,9.594377532670727,13,221564.23076923078,429725.0,14681.0
No,372,345713.0,4,0,0,1,0,62619,2,1,11,4,2,1,20,2,8,12.753367122630934,9,313341.77777777775,409684.0,138209.0
No,1173,188125.0,4,0,2,0,0,166893,0,0,10,14,0,1,8,0,9,12.144867230085767,14,266994.35714285716,486517.0,32044.0
Yes,1830,337735.0,2,1,1,2,2,133351,1,0,17,17,4,1,2,4,5,12.730019804186137,6,299728.5,431994.0,129011.0
Yes,1664,27252.0,4,1,3,0,1,144758,4,0,8,23,3,0,2,3,1,10.212918885774858,5,205705.0,458406.0,27252.0
Yes,3868,327806.0,4,0,1,2,1,148031,1,0,6,22,2,1,14,2,5,12.700180299548304,18,146884.33333333334,363615.0,4931.0
Yes,2422,112678.0,4,0,0,1,1,5557,5,0,16,9,0,1,4,0,8,11.632298347261543,7,221423.85714285713,358513.0,50742.0
No,3083,65254.0,4,0,3,1,0,192235,0,0,10,5,3,1,10,3,4,11.086057950601628,8,245204.5,465822.0,23166.0
No,2722,430805.0,4,0,3,2,2,150305,3,0,19,1,4,1,20,4,6,12.973413151743985,6,251014.83333333334,442075.0,22721.0
No,2619,133962.0,0,0,1,2,0,19657,3,0,4,3,6,1,30,6,3,11.805318921402082,6,201577.5,353619.0,69401.0
Yes,2281,245327.0,0,1,3,0,0,35530,4,0,2,8,3,1,9,3,1,12.410351369676171,12,236230.25,487272.0,12565.0
Yes,2931,15410.0,0,0,1,2,0,151185,1,0,2,18,5,0,22,5,3,9.642836819135377,11,152758.9090909091,484606.0,7201.0
Yes,3166,471824.0,4,0,0,0,1,109112,2,1,12,14,1,1,15,1,4,13.06436343310634,4,383038.25,471824.0,256797.0
Yes,3925,150903.0,0,0,0,2,2,115580,0,0,4,0,5,1,24,5,5,11.924399152025561,12,118278.25,445327.0,2016.0
Yes,266,324279.0,1,0,0,2,2,83528,3,0,16,5,3,1,6,3,3,12.689362619101644,8,259028.25,494950.0,48817.0
Yes,3437,407070.0,4,1,0,2,2,136760,3,0,2,9,0,1,18,0,8,12.91674289638504,13,137386.76923076922,407070.0,3329.0
Yes,2879,430583.0,4,0,2,0,1,30180,1,1,16,11,0,1,14,0,4,12.97289770576733,8,216838.875,459949.0,5561.0
No,818,139529.0,4,0,3,1,0,191691,3,0,15,1,5,1,7,5,6,11.846034910886253,4,321850.75,487700.0,139529.0
No,3772,159884.0,1,0,0,1,0,102802,1,0,14,22,1,1,25,1,3,11.982210085791348,14,239874.7857142857,496098.0,37503.0
Yes,3790,158445.0,2,0,2,1,0,187290,0,1,11,4,5,1,12,5,7,11.973169120243774,7,154990.85714285713,328508.0,11064.0
Yes,2797,456024.0,1,0,1,2,2,36945,1,0,15,1,2,1,2,2,7,13.030302911555115,14,268872.71428571426,484199.0,48855.0
Yes,3285,152773.0,4,0,3,0,0,6296,3,0,6,9,5,1,19,5,4,11.936714984168137,7,309572.0,425945.0,152773.0
Yes,2217,202148.0,2,0,2,0,1,47718,1,0,16,23,3,1,6,3,3,12.216760328235015,5,264250.6,409073.0,92307.0
Yes,1645,220013.0,2,0,2,1,0,170703,3,1,1,1,3,1,10,3,7,12.301446459673427,23,165740.47826086957,455439.0,2424.0
No,2656,221171.0,0,0,0,0,0,139695,5,0,11,12,3,1,8,3,5,12.306695958339622,24,157827.75,468492.0,3609.0
Yes,3516,400974.0,2,0,2,1,0,139794,4,0,14,4,2,1,5,2,3,12.901654360205578,9,273170.22222222225,454276.0,52118.0
No,1866,94135.0,4,0,0,1,1,24574,3,0,2,21,0,1,15,0,9,11.452495824143766,11,168489.81818181818,410697.0,3654.0
Yes,1937,51790.0,0,0,2,1,2,116588,3,0,16,6,2,1,25,2,6,10.854971667978388,9,218534.55555555556,421614.0,51790.0
No,650,408574.0,4,0,2,0,2,161397,3,0,4,17,6,1,2,6,3,12.92043077496126,6,302611.0,435782.0,36452.0
Yes,3279,315595.0,0,0,2,1,1,37339,4,0,14,4,4,1,3,4,1,12.662218193602307,6,273959.6666666667,456752.0,148028.0
Yes,3140,286519.0,2,0,2,2,0,107612,5,0,16,16,6,1,13,6,7,12.565563620728387,20,145782.85,377490.0,3351.0
Yes,932,34929.0,1,0,1,0,0,128014,2,0,15,6,6,0,4,6,5,10.461101337800878,11,229671.45454545456,367039.0,4837.0
No,2231,408796.0,1,0,3,0,0,68822,3,0,2,21,2,1,11,2,6,12.920973979292846,19,179114.2105263158,408796.0,3050.0
No,470,203376.0,0,0,3,0,2,56821,2,0,13,2,6,1,15,6,6,12.222816678523385,10,291776.5,398139.0,133602.0
Yes,1959,66657.0,0,0,1,2,1,110600,0,0,17,12,0,1,3,0,2,11.107330348411331,9,297785.55555555556,496378.0,66657.0
Yes,3714,481803.0,0,0,3,2,1,157560,5,0,10,11,3,1,1,3,5,13.085292671328528,5,389504.2,481803.0,284373.0
Yes,1730,265771.0,1,1,3,2,1,36007,1,0,15,18,3,1,26,3,6,12.490394077349707,7,272813.5714285714,494033.0,97439.0
Yes,1430,455016.0,0,0,3,0,2,99744,2,0,17,14,0,1,3,0,2,13.028090059872484,10,287911.0,480600.0,66865.0
Yes,1131,76635.0,1,0,1,1,2,126288,5,0,8,2,4,1,6,4,6,11.246822219215883,7,187921.14285714287,427840.0,22108.0
Yes,2111,493006.0,0,0,0,0,2,95751,0,0,2,1,3,1,13,3,2,13.108278651706987,5,361038.0,493006.0,260881.0
Yes,1659,231507.0,0,0,1,2,1,24306,5,0,1,12,4,1,30,4,5,12.35236970914676,7,271983.0,416305.0,15822.0
No,833,461184.0,0,0,2,0,2,130864,1,0,5,9,2,1,9,2,4,13.041554542997305,19,134633.73684210525,461184.0,3126.0
No,2860,494993.0,1,0,0,2,2,37401,3,0,3,2,4,1,29,4,8,13.112300920265243,17,182792.0588235294,494993.0,3829.0
Yes,3488,345866.0,0,0,0,2,2,148615,3,0,11,7,4,1,10,4,1,12.753809587078326,20,156438.45,395441.0,3469.0
Yes,3234,489842.0,4,0,0,1,0,141324,3,0,16,15,4,1,15,4,8,13.101840210581882,5,381740.2,489842.0,299844.0
No,566,398415.0,0,0,0,0,1,174188,4,0,9,15,1,1,21,1,1,12.895251964528734,12,309982.75,495423.0,13404.0
Yes,1166,138100.0,1,1,2,0,1,52627,4,0,4,16,4,1,31,4,1,11.835740580500783,16,227866.875,493655.0,19257.0
Yes,1451,61037.0,4,0,2,2,0,953,4,0,9,20,0,1,3,0,2,11.019251900021803,13,215702.6923076923,449719.0,41579.0
Yes,2451,293671.0,1,0,0,2,0,75932,4,0,14,16,1,1,1,1,4,12.590218777265772,10,174641.1,414848.0,14925.0
Yes,1679,189001.0,1,0,1,2,0,123372,0,0,10,8,3,1,2,3,1,12.149512875996372,11,254346.72727272726,442383.0,43786.0
Yes,740,150123.0,2,0,0,1,0,87862,5,0,16,22,4,1,25,4,7,11.919216898244363,7,215774.14285714287,492168.0,74570.0
Yes,3807,63648.0,1,0,3,1,2,11476,0,0,9,20,1,1,19,1,8,11.061138892943045,9,205218.66666666666,494756.0,53087.0
Yes,459,453050.0,1,0,0,1,1,114676,3,0,3,15,0,1,2,0,6,13.023759980909663,9,268467.55555555556,453050.0,31355.0
Yes,2809,194351.0,2,0,2,2,0,99622,1,1,1,13,2,1,22,2,1,12.177426226940051,14,133664.07142857142,494567.0,4162.0
Yes,2613,286530.0,4,0,2,1,2,70904,4,0,11,16,0,1,1,0,9,12.56560201172675,7,337635.5714285714,454371.0,40226.0
Yes,2843,308423.0,0,0,3,2,1,82432,5,0,1,17,0,1,18,0,8,12.639230738655087,19,255730.42105263157,486910.0,2728.0
No,684,398174.0,0,1,0,0,2,97670,1,0,5,18,5,1,23,5,8,12.894646886119983,16,248087.4375,483659.0,52510.0
Yes,3490,485420.0,1,0,2,1,0,78207,0,0,9,2,3,1,17,3,7,13.092771834626818,10,365331.2,485596.0,102188.0
Yes,1256,29988.0,0,0,1,2,1,165260,4,0,3,12,2,0,25,2,6,10.308585926738967,20,130299.4,451049.0,5220.0
Yes,952,328708.0,4,0,3,1,0,94289,0,0,12,14,6,1,25,6,5,12.702928139867673,16,186384.125,483961.0,7931.0
Yes,508,350832.0,0,0,2,1,0,97016,0,0,18,15,5,1,1,5,3,12.768065605751348,7,260580.2857142857,480602.0,26633.0
Yes,1271,323467.0,1,0,0,2,0,133589,2,0,2,13,0,1,11,0,8,12.686855469946915,9,212317.66666666666,427589.0,3170.0
No,1202,226004.0,1,0,0,1,1,8457,5,0,10,0,2,1,2,2,7,12.3283124019035,7,159061.2857142857,484351.0,31212.0
Yes,1044,150180.0,4,0,2,0,2,108224,0,0,7,5,4,1,15,4,8,11.919596512307962,17,85682.58823529411,432183.0,3824.0
Yes,3303,129220.0,0,0,2,1,0,136364,3,0,18,11,2,1,25,2,6,11.769279395822347,13,125984.15384615384,483625.0,6875.0
Yes,3532,110259.0,2,0,0,0,1,187554,0,0,16,13,4,1,29,4,8,11.610596492143674,13,294117.1538461539,478837.0,3279.0
Yes,436,1070.0,0,0,3,0,0,13737,4,0,13,0,1,0,14,1,1,6.976348070447749,4,219587.0,402248.0,1070.0
Yes,2435,464572.0,2,0,1,2,0,52086,3,0,1,14,5,1,5,5,4,13.048873983122629,7,305023.5714285714,473755.0,129551.0
Yes,3190,261558.0,1,0,0,1,1,19752,0,0,7,10,3,1,16,3,1,12.474415158453345,11,251152.54545454544,463903.0,26804.0
Yes,2956,207348.0,1,0,3,1,1,142279,3,0,11,20,5,1,11,5,1,12.242158642899454,11,265443.36363636365,474360.0,68536.0
Yes,477,269637.0,2,0,1,0,1,165778,0,0,6,2,0,1,1,0,9,12.50483559764273,13,120856.84615384616,349384.0,2783.0
Yes,3313,481915.0,0,0,3,2,2,4043,5,0,5,20,0,1,16,0,6,13.085525103986363,19,150283.84210526315,481915.0,5072.0
Yes,298,251868.0,2,0,0,1,1,175707,3,0,10,21,4,1,22,4,8,12.436664390059402,11,196832.36363636365,458774.0,51766.0
Yes,3762,157371.0,0,0,0,1,0,105147,1,0,3,6,6,1,8,6,6,11.966367708416739,19,178208.52631578947,491598.0,4437.0
Yes,1590,238628.0,2,0,2,0,1,35531,2,0,15,14,0,1,17,0,2,12.382665323590542,11,261946.36363636365,423780.0,75449.0
No,2305,452883.0,0,0,1,1,0,174501,3,0,12,5,4,1,10,4,1,13.02339130103331,11,273640.9090909091,486329.0,47953.0
Yes,3251,266998.0,2,0,0,1,0,66247,4,0,5,14,5,1,30,5,8,12.49500019205702,13,217522.92307692306,496220.0,8637.0
Yes,1175,70623.0,1,0,2,1,0,189423,2,0,14,2,5,1,4,5,1,11.165125309056464,17,120468.0,434918.0,3841.0
Yes,764,180583.0,4,0,0,0,0,55811,2,0,12,21,3,1,6,3,2,12.103951322463415,6,207153.83333333334,296893.0,25191.0
Yes,3739,309478.0,0,0,3,2,1,66367,0,0,11,20,2,1,13,2,8,12.642645517431596,16,227866.875,493655.0,19257.0
Yes,1963,413453.0,2,0,2,1,1,89280,3,0,13,11,2,1,1,2,1,12.932301541792109,9,109999.0,413453.0,3121.0
Yes,3268,163085.0,0,0,1,0,1,57696,5,0,10,22,5,1,30,5,8,12.002032948015035,8,265140.375,425997.0,124432.0
Yes,416,230515.0,2,0,1,2,2,74205,2,0,10,16,2,1,21,2,5,12.348075553326481,11,105601.90909090909,274207.0,5454.0
Yes,1903,198271.0,2,0,2,1,0,58394,4,0,14,15,3,1,6,3,3,12.197395104336486,18,140015.22222222222,452480.0,2936.0
No,2372,268213.0,2,0,0,2,0,88140,5,0,16,16,0,1,1,0,9,12.499540448318207,13,161452.53846153847,478289.0,4144.0
Yes,2224,490166.0,1,0,2,0,0,15091,5,0,12,22,3,1,11,3,9,13.10250142834865,6,313930.3333333333,490166.0,83016.0
Yes,2604,472200.0,4,0,0,1,0,97747,4,0,18,23,5,1,25,5,1,13.065160021378025,18,134917.44444444444,472200.0,3397.0
Yes,2817,432969.0,1,0,2,0,0,180465,4,0,4,12,2,1,2,2,7,12.97842372051971,10,308816.3,489336.0,2676.0
Yes,1618,448169.0,1,0,1,0,1,1227,0,0,10,16,2,1,2,2,7,13.012927903704472,8,261843.375,464535.0,13378.0
Yes,415,66732.0,2,0,0,0,2,152931,1,0,1,4,5,1,22,5,2,11.108454862177677,11,180703.45454545456,331492.0,66732.0
Yes,470,247229.0,4,0,2,1,1,44322,3,0,18,15,5,1,21,5,6,12.418074356425539,7,145437.42857142858,247229.0,31349.0
Yes,891,198038.0,4,0,1,0,2,103899,2,0,15,17,6,1,27,6,4,12.196219259977658,5,182369.2,272372.0,5250.0
Yes,1871,211320.0,0,0,0,1,2,112613,3,0,17,12,2,1,19,2,3,12.261133583426814,6,257953.33333333334,483721.0,1870.0
No,611,309797.0,1,0,1,1,0,130931,5,0,1,15,0,1,15,0,9,12.643675751166146,23,114147.78260869565,310364.0,2311.0
Yes,3874,208846.0,0,0,0,0,1,142501,2,0,14,9,1,1,17,1,6,12.249357205445806,8,212499.375,438527.0,4104.0
Yes,3209,448559.0,1,0,0,1,1,129088,0,0,12,16,6,1,29,6,6,13.013797730797554,9,303454.6666666667,491129.0,42211.0
Yes,129,405217.0,0,0,1,1,0,60591,3,0,11,5,3,1,23,3,1,12.912180472877418,18,136289.83333333334,432643.0,3304.0
No,2414,402130.0,1,0,1,1,0,155091,0,1,19,10,6,1,12,6,1,12.904533185163617,12,219981.75,468085.0,2060.0
Yes,1119,248703.0,0,0,3,1,1,148965,0,0,4,19,4,1,30,4,5,12.424018713297057,12,282190.1666666667,460050.0,64706.0
Yes,2344,26594.0,2,0,3,2,2,165890,3,0,17,6,5,0,8,5,3,10.188478507176418,4,160451.0,472023.0,23121.0
Yes,1339,243817.0,4,0,3,2,0,94692,3,0,18,14,5,1,4,5,1,12.404177324312958,7,282199.14285714284,388315.0,2936.0
Yes,954,499739.0,2,0,0,2,2,179506,2,0,4,13,5,1,6,5,9,13.121843242157441,10,285230.7,499739.0,8808.0
Yes,1186,44452.0,4,0,3,2,1,111305,5,0,1,17,3,0,19,3,6,10.702187730228152,7,161005.2857142857,443010.0,31875.0
No,3223,275161.0,4,0,3,1,2,160412,5,0,6,18,6,1,4,6,5,12.525115294111863,8,273714.375,492887.0,74561.0
Yes,1698,101257.0,2,0,2,1,2,118589,4,0,7,2,6,1,16,6,3,11.525426994193154,4,176982.5,297418.0,75393.0
No,3642,157603.0,4,0,3,2,0,89867,0,0,1,3,5,1,15,5,2,11.96784083679449,10,229988.4,447385.0,66602.0
Yes,3311,140233.0,2,0,2,0,1,13765,5,1,6,21,1,1,18,1,2,11.851067734880662,16,131038.6875,482550.0,1054.0
No,960,406587.0,2,0,0,2,2,136996,1,0,3,5,0,1,19,0,5,12.915555666705941,10,171997.4,406587.0,2347.0
No,661,290758.0,0,0,1,2,0,152197,2,0,16,19,5,1,9,5,8,12.580250024330036,10,207240.8,480957.0,35951.0
Yes,361,420406.0,4,0,2,0,0,80122,2,0,2,10,0,1,30,0,6,12.948978568655063,11,220402.18181818182,469807.0,13665.0
Yes,3104,474108.0,0,0,1,2,0,160759,4,0,2,0,1,1,8,1,7,13.069192532046877,10,271848.1,474108.0,32448.0
Yes,1193,41143.0,1,0,2,0,0,36429,4,0,11,20,4,0,18,4,4,10.624833387454752,8,192892.625,477977.0,26486.0
Yes,1027,100291.0,1,0,1,0,2,62392,0,0,11,1,2,1,12,2,3,11.515841210051125,9,285971.0,455248.0,100291.0
Yes,3947,31355.0,1,0,3,0,0,152111,2,0,8,7,1,0,3,1,6,10.353160915308612,9,268467.55555555556,453050.0,31355.0
No,738,102868.0,4,0,2,1,0,57130,2,0,19,6,6,1,5,6,1,11.54121161307073,21,139886.90476190476,487189.0,5939.0
Yes,986,127393.0,4,0,3,1,0,140787,1,0,15,12,1,1,11,1,3,11.755039925249779,16,183046.875,474924.0,7468.0
Yes,2293,206389.0,0,0,3,2,2,170957,0,1,14,2,3,1,12,3,6,12.237522861803422,25,125345.76,474625.0,2646.0
Yes,2897,72185.0,1,0,3,0,1,131525,0,0,18,16,1,1,15,1,7,11.187001400261579,9,217646.66666666666,485723.0,9329.0
Yes,981,293914.0,1,0,3,0,0,88080,5,0,5,3,2,1,27,2,8,12.591045888872575,16,91082.625,379849.0,3595.0
Yes,1599,291832.0,0,0,3,2,0,77962,4,0,2,18,3,1,22,3,5,12.583936999834828,18,134917.44444444444,472200.0,3397.0
Yes,308,283280.0,2,0,1,1,2,113896,5,0,2,0,6,1,23,6,2,12.554194616855805,11,217216.72727272726,485895.0,971.0
Yes,2902,281228.0,4,0,0,1,1,97537,0,0,2,14,3,1,24,3,7,12.546924563046407,11,262334.2727272727,495108.0,38951.0
Yes,247,450207.0,4,0,2,1,0,95810,1,0,2,5,4,1,20,4,6,13.01746497717694,10,293222.5,471367.0,114095.0
Yes,1236,286872.0,0,0,2,0,1,156580,0,0,9,5,0,1,23,0,6,12.566794888095085,10,151569.7,487985.0,2583.0
Yes,2536,369558.0,2,0,1,1,2,49428,5,0,12,17,3,1,2,3,1,12.820065681860466,10,252643.7,437545.0,69752.0
Yes,1401,384629.0,2,0,2,0,1,90376,3,0,18,12,6,1,23,6,3,12.860037112214856,24,116866.54166666667,441899.0,2068.0
Yes,3069,240556.0,0,0,0,0,2,25476,3,0,3,0,3,1,3,3,7,12.390712346683419,8,227145.0,494867.0,63496.0
No,3716,280963.0,4,0,0,2,2,125484,1,0,19,23,2,1,19,2,3,12.545981826229596,8,109017.75,280963.0,5378.0
Yes,3482,184092.0,2,0,0,1,1,159198,4,0,16,22,2,1,11,2,6,12.123196343684596,11,261946.36363636365,423780.0,75449.0
No,2056,57073.0,4,0,2,1,2,98756,2,0,11,22,1,1,14,1,1,10.952103950438548,13,146642.0,453618.0,6857.0
Yes,1501,114573.0,2,0,2,1,1,101037,0,0,15,8,6,1,25,6,5,11.648976181431753,11,126715.27272727272,273905.0,2189.0
Yes,2508,209032.0,4,1,1,2,0,191361,5,0,11,22,0,1,12,0,5,12.250247413219729,3,298417.3333333333,497709.0,188511.0
No,2147,472308.0,2,0,3,2,0,136272,4,0,10,20,4,1,16,4,5,13.065388711387596,7,173040.7142857143,472308.0,41735.0
Yes,635,123198.0,1,0,3,0,2,109831,5,0,19,13,6,1,20,6,4,11.721556213165497,15,141749.53333333333,452249.0,1605.0
No,1392,335954.0,0,0,3,0,0,195217,4,0,5,6,4,1,25,4,7,12.72473250140468,17,206307.58823529413,446195.0,3082.0
No,1642,498588.0,2,0,3,2,2,8026,0,0,14,19,2,1,8,2,1,13.119537388055265,17,170221.82352941178,498588.0,5824.0
Yes,2369,177984.0,4,0,0,2,0,104363,2,0,9,20,4,1,18,4,4,12.089454556060414,6,256927.83333333334,397897.0,141438.0
Yes,1591,228993.0,0,0,2,2,1,171072,0,0,6,20,1,1,13,1,5,12.341451081319766,23,124468.43478260869,477963.0,3910.0
Yes,730,195096.0,2,0,3,2,2,199621,2,0,1,0,1,1,2,1,9,12.181252149763097,8,238047.125,409833.0,32260.0
Yes,1234,195493.0,2,0,3,1,1,73866,5,0,12,6,4,1,22,4,8,12.183284967399509,9,294034.0,432581.0,96066.0
Yes,1373,297414.0,0,0,0,2,1,190689,1,1,14,19,3,1,27,3,3,12.602883748858005,8,240689.25,467226.0,2232.0
Yes,2305,261382.0,2,1,3,0,0,56596,2,0,4,13,0,1,12,0,5,12.473742043627436,14,257245.0,446596.0,15260.0
Yes,2507,136475.0,4,0,0,2,1,139482,4,0,15,14,5,1,18,5,1,11.823904053972445,17,168516.29411764705,471221.0,4521.0
No,1761,189885.0,4,0,2,0,2,71685,1,0,17,15,2,1,9,2,4,12.154179171070592,8,289097.625,499401.0,85756.0
Yes,1999,305970.0,2,0,1,1,2,50748,5,0,12,11,6,1,2,6,2,12.63124560520161,10,260951.7,397554.0,88127.0
Yes,3819,328747.0,1,0,2,2,2,133523,3,0,1,20,3,1,11,3,9,12.703046778805415,13,124998.61538461539,485736.0,3314.0
Yes,2344,283088.0,2,0,2,0,1,196784,1,0,13,18,5,1,8,5,3,12.553516614817013,7,225916.0,463319.0,37598.0
No,1845,357959.0,4,0,2,0,0,80388,2,0,10,19,1,1,18,1,2,12.788176527296795,7,267076.71428571426,432585.0,76686.0
No,3256,170996.0,4,0,2,1,1,95033,1,0,4,23,0,1,21,0,7,12.049401291471252,17,168516.29411764705,471221.0,4521.0
Yes,1810,368741.0,2,1,3,2,2,42454,5,0,6,20,1,1,11,1,2,12.817852491485574,16,170092.5625,498651.0,5210.0
No,533,308491.0,4,0,3,2,1,90219,1,0,9,18,6,1,4,6,5,12.639451190062655,11,213297.0909090909,442535.0,74208.0
No,3334,237951.0,2,0,1,2,0,140376,5,0,18,9,2,1,29,2,1,12.379824251641061,10,260951.7,397554.0,88127.0
Yes,2500,265354.0,4,0,3,0,1,1095,3,0,2,23,0,1,17,0,3,12.488823831116012,10,268007.0,457137.0,3327.0
Yes,3018,215234.0,2,0,1,0,0,30092,2,0,6,5,1,1,25,1,3,12.279485733450617,15,131099.46666666667,330037.0,5507.0
Yes,2124,105853.0,2,0,2,0,0,41143,4,0,11,1,1,1,9,1,9,11.569816065173528,11,185999.0909090909,413401.0,38877.0
Yes,1581,248241.0,0,0,1,2,1,63165,1,0,13,16,2,1,13,2,8,12.42215935580911,16,203325.8125,429191.0,4364.0
No,1814,117408.0,1,0,1,1,0,152395,0,0,6,6,0,1,10,0,2,11.673418844425905,6,347443.1666666667,496717.0,117408.0
Yes,1930,138209.0,1,1,3,0,0,6472,4,0,12,10,5,1,29,5,3,11.836529546598072,9,313341.77777777775,409684.0,138209.0
Yes,134,415998.0,4,0,1,0,1,16382,1,0,19,16,2,1,26,2,2,12.938438135394357,20,171892.25,464870.0,1432.0
Yes,2760,464474.0,1,0,1,1,1,197966,4,0,18,11,1,1,24,1,6,13.048663014474371,10,263009.4,464474.0,97492.0
Yes,399,142383.0,2,0,1,2,2,155341,0,0,19,9,2,1,23,2,4,11.866282912096644,11,213677.0,491335.0,1056.0
Yes,681,129551.0,4,0,2,2,1,25520,4,0,12,6,3,1,15,3,5,11.771837623925895,7,305023.5714285714,473755.0,129551.0
No,1419,207324.0,2,1,2,1,2,174320,4,0,13,11,1,1,2,1,9,12.242042889319405,14,153263.2857142857,471927.0,6269.0
Yes,3087,153867.0,2,0,3,0,1,103121,0,1,4,17,5,1,22,5,3,11.943850370981638,15,145204.26666666666,421427.0,2913.0
No,1495,111188.0,2,0,3,0,2,85874,0,0,6,10,4,1,28,4,3,11.618986735042318,8,154332.5,279767.0,56536.0
Yes,2707,97237.0,0,0,1,1,2,45412,0,0,13,20,0,1,18,0,8,11.484916860550916,12,84182.75,301751.0,3268.0
Yes,1584,21660.0,4,0,1,1,0,13379,3,0,10,16,2,0,1,2,1,9.983268687540978,9,234398.66666666666,448215.0,4150.0
Yes,1130,399435.0,4,0,3,1,0,34298,5,0,3,6,2,1,9,2,7,12.897808831104722,11,143380.9090909091,429090.0,4518.0
No,1979,2318.0,0,0,1,1,2,108291,5,0,9,7,5,0,21,5,6,7.7488913372555315,16,117763.0,420940.0,2318.0
Yes,3937,419310.0,1,0,2,1,1,177645,0,1,15,15,1,1,8,1,4,12.946368167014601,8,335062.5,419310.0,139397.0
Yes,2976,228305.0,4,0,1,2,1,76291,5,0,5,5,3,1,6,3,2,12.338442113381477,11,205283.54545454544,496896.0,11631.0
Yes,3055,371653.0,1,0,2,0,1,67483,4,0,9,22,0,1,16,0,6,12.825718592909997,13,286469.92307692306,484403.0,43349.0
Yes,3518,39715.0,2,0,0,1,2,174577,0,1,15,12,0,0,10,0,2,10.589509408153484,16,130121.3125,449250.0,2398.0
Yes,1198,477307.0,2,0,1,1,2,134422,1,0,13,21,2,1,16,2,4,13.075917263800518,5,222652.8,477307.0,39359.0
Yes,387,383244.0,2,0,1,0,1,159972,0,0,3,20,5,1,12,5,4,12.85642975033454,5,242702.8,407848.0,11464.0
Yes,3498,6630.0,1,0,0,0,2,12453,0,0,19,19,3,0,10,3,4,8.799510901368867,9,236495.33333333334,484436.0,6630.0
Yes,3781,374974.0,2,1,3,2,2,106910,5,0,2,6,4,1,18,4,7,12.83461463606356,12,257305.16666666666,451625.0,19340.0
No,2531,469227.0,0,0,1,1,0,125655,2,0,18,22,4,1,21,4,3,13.058844070025243,10,365331.2,485596.0,102188.0
Yes,529,314742.0,1,0,3,1,2,155107,4,0,14,1,4,1,18,4,4,12.659511711786369,11,327314.45454545453,466597.0,208903.0
Yes,3483,34645.0,4,0,1,0,0,81529,5,0,13,21,4,0,20,4,6,10.452937557838887,15,257461.46666666667,477904.0,8223.0
Yes,1388,361199.0,1,0,0,0,1,4555,4,1,8,18,4,1,31,4,1,12.797187100524967,10,184234.5,361199.0,38394.0
Yes,459,435504.0,0,0,2,0,0,38670,1,0,10,18,6,1,20,6,4,12.984261556265045,7,158269.85714285713,435504.0,9706.0
Yes,3994,202066.0,2,0,2,1,2,100476,3,0,2,13,4,1,18,4,7,12.216354604556956,10,195518.6,454881.0,5315.0
Yes,866,126728.0,2,0,1,0,1,28751,2,0,10,8,2,1,28,2,5,11.749806227253531,10,233252.5,422284.0,52779.0
Yes,420,151756.0,4,1,1,0,0,136104,1,0,2,3,0,1,14,0,7,11.930035836358682,17,101817.0,453065.0,2473.0
Yes,1426,130135.0,0,0,0,0,2,136496,1,0,4,11,1,1,11,1,3,11.776335336446289,9,172221.66666666666,437803.0,3910.0
Yes,2398,490032.0,0,1,1,1,1,48537,4,0,9,4,0,1,31,0,3,13.102228014757882,16,175837.4375,490032.0,3661.0
No,3466,476294.0,1,0,2,1,2,92615,2,0,10,12,4,1,25,4,4,13.073792689148297,15,209394.33333333334,484131.0,2546.0
No,3092,150833.0,1,0,3,1,1,78426,4,0,4,19,3,1,23,3,1,11.923935173333744,3,320829.6666666667,451248.0,150833.0
Yes,2855,446613.0,4,0,3,2,1,70900,3,0,3,4,6,1,6,6,7,13.00944996585924,3,211819.0,446613.0,77341.0
Yes,2858,399633.0,4,0,0,0,0,100025,4,0,7,13,2,1,30,2,7,12.89830440722209,11,74997.81818181818,399633.0,3876.0
Yes,2136,173514.0,1,0,2,0,0,101664,0,0,16,8,6,1,1,6,6,12.064019329963417,9,223982.0,459082.0,2753.0
No,3275,74239.0,0,0,0,0,2,142274,4,0,5,12,0,1,8,0,9,11.215058367460083,7,231186.2857142857,494510.0,55825.0
Yes,547,176411.0,2,0,0,0,0,107232,0,0,13,6,2,1,21,2,5,12.080577447451967,16,176947.0,497038.0,2724.0
Yes,2401,228603.0,1,0,0,2,1,15885,1,0,10,15,1,1,18,1,3,12.339746528002536,9,218211.77777777778,407850.0,12619.0
Yes,3461,79701.0,1,0,1,0,2,9836,3,1,2,4,4,1,14,4,2,11.286049958566341,4,209612.25,494658.0,33983.0
No,1473,230178.0,0,0,3,2,2,65921,5,0,16,9,1,1,3,1,6,12.346612546086943,9,214968.44444444444,369131.0,12442.0
No,321,301253.0,0,0,0,0,1,162797,0,0,1,2,4,1,7,4,2,12.615709041707149,8,248350.625,450189.0,506.0
